========================================
RISC-V TSO Memory Model Test
========================================
Test: Store_Buffering_Evolved
Iterations: 200
========================================


=== Memory Trace (TSO) - Sorted by Timestamp ===
timestamp,seq_id,core_id,type,address,value,po_index
TRACE:4388098905893453,168,0,WRITE,0x7cd90,1,168
TRACE:4388098905893790,169,0,FENCE,0x0,0,169
TRACE:4388098905894083,170,0,READ,0x7cdd0,1,170
TRACE:4388098905929565,171,1,WRITE,0x7cdd0,1,171
TRACE:4388098905929948,172,1,FENCE,0x0,0,172
TRACE:4388098905930105,173,1,READ,0x7cd90,1,173
TRACE:4388098905953348,171,0,WRITE,0x7cd90,1,171
TRACE:4388098905953663,172,0,FENCE,0x0,0,172
TRACE:4388098905953910,173,0,READ,0x7cdd0,1,173
TRACE:4388098905986828,174,1,WRITE,0x7cdd0,1,174
TRACE:4388098905987233,175,1,FENCE,0x0,0,175
TRACE:4388098905987368,176,1,READ,0x7cd90,1,176
TRACE:4388098906002240,174,0,WRITE,0x7cd90,1,174
TRACE:4388098906002803,175,0,FENCE,0x0,0,175
TRACE:4388098906003073,176,0,READ,0x7cdd0,1,176
TRACE:4388098906035923,177,1,WRITE,0x7cdd0,1,177
TRACE:4388098906036328,178,1,FENCE,0x0,0,178
TRACE:4388098906036485,179,1,READ,0x7cd90,1,179
TRACE:4388098906054620,177,0,WRITE,0x7cd90,1,177
TRACE:4388098906054980,178,0,FENCE,0x0,0,178
TRACE:4388098906055228,179,0,READ,0x7cdd0,1,179
TRACE:4388098906092510,180,1,WRITE,0x7cdd0,1,180
TRACE:4388098906092960,181,1,FENCE,0x0,0,181
TRACE:4388098906093095,182,1,READ,0x7cd90,1,182
TRACE:4388098906111928,180,0,WRITE,0x7cd90,1,180
TRACE:4388098906112400,181,0,FENCE,0x0,0,181
TRACE:4388098906112670,182,0,READ,0x7cdd0,1,182
TRACE:4388098906145678,183,1,WRITE,0x7cdd0,1,183
TRACE:4388098906145880,184,1,FENCE,0x0,0,184
TRACE:4388098906146015,185,1,READ,0x7cd90,1,185
TRACE:4388098906158615,183,0,WRITE,0x7cd90,1,183
TRACE:4388098906158930,184,0,FENCE,0x0,0,184
TRACE:4388098906159178,185,0,READ,0x7cdd0,1,185
TRACE:4388098906231335,186,1,WRITE,0x7cdd0,1,186
TRACE:4388098906231808,187,1,FENCE,0x0,0,187
TRACE:4388098906232213,188,1,READ,0x7cd90,1,188
TRACE:4388098906232820,186,0,WRITE,0x7cd90,1,186
TRACE:4388098906233428,187,0,FENCE,0x0,0,187
